,Location,Area,Bed,Bath,Price
857,"Block J, Baridhara, Dhaka","2,000 sqft",3,3,50 Thousand
858,"Sector 13, Uttara, Dhaka","1,650 sqft",3,4,30 Thousand
859,"Mohammadpur, Dhaka",700 sqft,2,2,14.5 Thousand
860,"Block B, Dhaka Uddan, Mohammadpur, Dhaka",800 sqft,2,2,14 Thousand
861,"Block K, Bashundhara R-A, Dhaka","1,450 sqft",3,3,27 Thousand
862,"Senpara Parbata, Section 10, Mirpur, Dhaka",950 sqft,3,2,25 Thousand
863,"Block E, Bashundhara R-A, Dhaka","1,330 sqft",3,3,28 Thousand
864,"Senpara Parbata, Section 10, Mirpur, Dhaka",950 sqft,3,2,20 Thousand
865,"Pirerbag, Mirpur, Dhaka","1,100 sqft",3,3,15 Thousand
866,"1st Colony, Mirpur, Dhaka","1,300 sqft",3,3,20 Thousand
867,"1st Colony, Mirpur, Dhaka","1,300 sqft",3,3,20 Thousand
868,"Shah Ali Bag, Section 1, Mirpur, Dhaka","1,360 sqft",3,3,18 Thousand
869,"Shah Ali Bag, Section 1, Mirpur, Dhaka","1,360 sqft",3,3,18 Thousand
870,"Kalachandpur, Dhaka","1,050 sqft",3,3,19 Thousand
871,"Kalachandpur, Dhaka","1,050 sqft",3,3,19 Thousand
872,"East Bashabo, Bashabo, Dhaka",700 sqft,2,2,15 Thousand
873,"Hazaribag, Dhaka","1,100 sqft",3,3,20 Thousand
874,"Sector 3, Uttara, Dhaka","1,800 sqft",3,3,35 Thousand
875,"West Kafrul, Taltola, Agargaon, Dhaka",700 sqft,2,2,12 Thousand
876,"Kadamtala, Bashabo, Dhaka",900 sqft,2,1,9 Thousand
877,"Kadamtala, Bashabo, Dhaka","1,100 sqft",3,3,15 Thousand
878,"Shantibag, Malibagh, Dhaka",800 sqft,2,1,15.5 Thousand
879,"Kalabagan, Dhaka","1,250 sqft",3,3,23 Thousand
880,"Gulbag, Malibagh, Dhaka",800 sqft,2,2,16 Thousand
881,"Block B, Section 11, Mirpur, Dhaka",650 sqft,2,2,13 Thousand
882,"Rupnagar R/A, Mirpur, Dhaka",810 sqft,2,2,12 Thousand
883,"Block B, Section 11, Mirpur, Dhaka",650 sqft,2,2,14 Thousand
884,"Avenue 7, Mirpur DOHS, Mirpur, Dhaka","2,200 sqft",3,3,35 Thousand
885,"Tejgaon, Dhaka","2,150 sqft",4,4,50 Thousand
886,"Block G, Banasree, Dhaka","1,200 sqft",3,3,20 Thousand
887,"Mirpur, Dhaka","1,200 sqft",3,3,20 Thousand
888,"Mohammadi Housing LTD., Mohammadpur, Dhaka","1,400 sqft",3,3,23 Thousand
889,"Mohammadpur, Dhaka",650 sqft,2,1,13 Thousand
890,"Sector 13, Uttara, Dhaka",850 sqft,2,2,16 Thousand
891,"Monipuripara, Tejgaon, Dhaka","1,650 sqft",3,3,32 Thousand
892,"Mirpur, Dhaka",600 sqft,2,1,8 Thousand
893,"Block B, Bochila West Dhanmondi R/A, Bochila, Mohammadpur, Dhaka",800 sqft,2,2,11 Thousand
894,"East Mollartek, Dakshin Khan, Dhaka",600 sqft,2,2,9.5 Thousand
895,"West Shewrapara, Mirpur, Dhaka",800 sqft,2,2,13 Thousand
896,"Mohammadpur, Dhaka","1,700 sqft",3,3,50 Thousand
897,"Maghbazar, Dhaka","1,570 sqft",3,3,25 Thousand
898,"Kallyanpur, Mirpur, Dhaka","1,000 sqft",3,3,15 Thousand
899,"Kallyanpur, Mirpur, Dhaka","1,000 sqft",3,3,15 Thousand
900,"Narinda, Sutrapur, Dhaka","1,000 sqft",2,2,22 Thousand
901,"Tajmahal Road, Mohammadpur, Dhaka","1,250 sqft",3,3,30 Thousand
902,"Mohammadpur, Dhaka","1,200 sqft",4,2,25 Thousand
903,"Adabor, Dhaka","1,300 sqft",3,3,20 Thousand
904,"West Shewrapara, Mirpur, Dhaka","1,540 sqft",3,3,20 Thousand
905,"West Shewrapara, Mirpur, Dhaka","1,100 sqft",3,3,20 Thousand
906,"Section 1, Mirpur, Dhaka",600 sqft,2,1,10 Thousand
907,"Sector 10, Uttara, Dhaka","1,400 sqft",3,3,20 Thousand
908,"Sector 10, Uttara, Dhaka","1,400 sqft",3,3,20 Thousand
909,"Sector 10, Uttara, Dhaka",500 sqft,1,1,11 Thousand
910,"Sector 10, Uttara, Dhaka","1,400 sqft",3,3,20 Thousand
911,"Sector 10, Uttara, Dhaka","1,500 sqft",4,3,30 Thousand
912,"Taltola, Dakshin Khan, Dhaka",700 sqft,2,2,11 Thousand
913,"Block G/1, Section 2, Mirpur, Dhaka",900 sqft,3,3,20 Thousand
914,"Uttar Badda, Badda, Dhaka",750 sqft,2,2,16 Thousand
915,"Baigertek, Cantonment, Dhaka",550 sqft,2,1,10 Thousand
916,"Agargaon, Dhaka","1,200 sqft",3,3,22 Thousand
917,"East Shewrapara, Mirpur, Dhaka","1,100 sqft",3,3,16 Thousand
918,"Sector 12, Uttara, Dhaka","1,450 sqft",3,3,27 Thousand
919,"Tejgaon, Dhaka",500 sqft,2,1,15 Thousand
920,"Sector 14, Uttara, Dhaka","1,300 sqft",3,3,80 Thousand
921,"Mohammadi Housing LTD., Mohammadpur, Dhaka",750 sqft,2,2,18 Thousand
922,"Kazibari, Dakshin Khan, Dhaka",700 sqft,2,2,12 Thousand
923,"Mofizbag Housing, Shekhertek, Mohammadpur, Dhaka",700 sqft,2,2,13 Thousand
924,"Sector 14, Uttara, Dhaka","1,000 sqft",3,3,18 Thousand
925,"Kazibari, Dakshin Khan, Dhaka",700 sqft,2,2,11 Thousand
926,"Kazibari, Dakshin Khan, Dhaka",700 sqft,2,2,11 Thousand
927,"Block C, Bochila City Developers Ltd, Bochila, Mohammadpur, Dhaka","1,050 sqft",3,2,14 Thousand
928,"West Rampura, Rampura, Dhaka",850 sqft,2,2,14 Thousand
929,"Ibrahimpur, Dhaka",650 sqft,2,1,9.5 Thousand
930,"Section 1, Mirpur, Dhaka","1,300 sqft",3,3,20 Thousand
931,"Road No 8, Block A, Section 11, Mirpur, Dhaka",650 sqft,2,2,11 Thousand
932,"Sector 6, Uttara, Dhaka","1,400 sqft",3,3,27 Thousand
933,"Abdur Rafique Housing Society, Shekhertek, Mohammadpur, Dhaka",810 sqft,2,2,11 Thousand
934,"West Agargaon, Agargaon, Dhaka","1,050 sqft",3,3,15 Thousand
935,"Sector 11, Uttara, Dhaka",800 sqft,2,2,18 Thousand
936,"South Pirerbag, Pirerbag, Mirpur, Dhaka","1,100 sqft",3,3,15 Thousand
937,"West Rampura, Rampura, Dhaka",550 sqft,2,1,11 Thousand
938,"Badda, Dhaka","1,100 sqft",2,2,20 Thousand
939,"Avenue 1, Mirpur DOHS, Mirpur, Dhaka","2,200 sqft",3,3,39 Thousand
940,"Nobodoy Housing Society, Mohammadpur, Dhaka",750 sqft,2,2,15.7 Thousand
941,"Block D, Nobodoy Housing Society, Mohammadpur, Dhaka","1,100 sqft",3,3,17 Thousand
942,"Middle Badda, Badda, Dhaka",700 sqft,2,2,13 Thousand
943,"North Pirerbag, Pirerbag, Mirpur, Dhaka",600 sqft,1,1,9 Thousand
944,"North Pirerbag, Pirerbag, Mirpur, Dhaka",750 sqft,2,2,10 Thousand
945,"North Pirerbag, Pirerbag, Mirpur, Dhaka","1,050 sqft",3,2,15 Thousand
946,"Goran, Khilgaon, Dhaka",800 sqft,3,2,20 Thousand
947,"Block H, South Banasree Project, Banasree, Dhaka",550 sqft,2,2,10 Thousand
948,"Block H, South Banasree Project, Banasree, Dhaka",600 sqft,2,2,11.5 Thousand
949,"Block B, Dhaka Uddan, Mohammadpur, Dhaka",800 sqft,2,2,15 Thousand
950,"Block D, Eastern Housing, Pallabi, Mirpur, Dhaka",650 sqft,2,2,11 Thousand
951,"Block B, Section 12, Mirpur, Dhaka",650 sqft,2,2,14 Thousand
952,"East Monipur, Mirpur, Dhaka","1,100 sqft",3,3,16 Thousand
953,"Manikdi, Cantonment, Dhaka","1,200 sqft",3,3,16 Thousand
954,"Mohammadpur, Dhaka",720 sqft,2,2,15 Thousand
955,"Block B, Section 12, Mirpur, Dhaka",800 sqft,3,3,22 Thousand
956,"Block J, Baridhara, Dhaka","2,000 sqft",3,3,50 Thousand
957,"West Shewrapara, Mirpur, Dhaka",600 sqft,2,1,9 Thousand
958,"East Monipur, Mirpur, Dhaka","1,100 sqft",3,3,16 Thousand
959,"Sector 12, Uttara, Dhaka",900 sqft,2,2,15 Thousand
960,"Block B, Future Town, Bochila, Mohammadpur, Dhaka","1,050 sqft",3,2,12 Thousand
961,"Kaderabad Housing Society, Katashur, Mohammadpur, Dhaka","1,250 sqft",3,2,20.5 Thousand
962,"Block B, Bochila West Dhanmondi R/A, Bochila, Mohammadpur, Dhaka",720 sqft,2,2,13 Thousand
963,"Block C, Section 12, Mirpur, Dhaka",650 sqft,2,2,10.5 Thousand
964,"Hatirpool, Dhaka","1,500 sqft",3,3,30 Thousand
965,"PC Culture Housing, Mohammadpur, Dhaka","1,000 sqft",3,2,19 Thousand
966,"Borobag, Section 2, Mirpur, Dhaka","1,200 sqft",3,3,21 Thousand
967,"Rajarbagh, Motijheel, Dhaka","1,100 sqft",3,2,30 Thousand
968,"Dhanmondi, Dhaka","1,100 sqft",3,3,20 Thousand
969,"Shantibag, Malibagh, Dhaka",700 sqft,2,2,15 Thousand
970,"Tejgaon, Dhaka","1,160 sqft",3,3,25 Thousand
971,"East Monipur, Mirpur, Dhaka","1,100 sqft",3,3,25 Thousand
972,"Sector 5, Uttara, Dhaka","1,300 sqft",3,2,20 Thousand
973,"Rajarbagh, Motijheel, Dhaka",700 sqft,2,2,22 Thousand
974,"Section 10, Mirpur, Dhaka","1,350 sqft",3,3,25 Thousand
975,"Avenue 3, Mirpur DOHS, Mirpur, Dhaka","2,200 sqft",4,4,40 Thousand
976,"Avenue 3, Mirpur DOHS, Mirpur, Dhaka","2,200 sqft",3,4,36 Thousand
977,"South Baridhara Residential Area,D. I. T. Project, Badda, Dhaka",720 sqft,2,2,14 Thousand
978,"PC Culture Housing, Mohammadpur, Dhaka",720 sqft,2,2,16 Thousand
979,"West Shewrapara, Mirpur, Dhaka","1,200 sqft",3,3,18 Thousand
980,"Mirpur, Dhaka","1,056 sqft",3,3,13 Thousand
981,"Shantinagar, Dhaka","1,500 sqft",3,3,35 Thousand
982,"South Pirerbag, Pirerbag, Mirpur, Dhaka",750 sqft,2,2,9 Thousand
983,"Block D, Bashundhara R-A, Dhaka","1,475 sqft",3,4,35.5 Thousand
984,"Mohammadpur, Dhaka",720 sqft,2,2,15 Thousand
985,"East Mollartek, Dakshin Khan, Dhaka",600 sqft,2,2,10 Thousand
986,"Shyamoli, Dhaka",720 sqft,2,2,16 Thousand
987,"Shyamoli, Dhaka",720 sqft,2,2,16 Thousand
988,"Nikunja 2, Nikunja, Dhaka","1,500 sqft",3,3,25 Thousand
989,"PC Culture Housing, Mohammadpur, Dhaka",600 sqft,2,1,12 Thousand
990,"Mirpur, Dhaka","1,020 sqft",3,2,17 Thousand
991,"West Shewrapara, Mirpur, Dhaka","1,000 sqft",2,2,13 Thousand
992,"Sector 1, Block E, Aftab Nagar, Dhaka",700 sqft,2,2,15 Thousand
993,"Tajmahal Road, Mohammadpur, Dhaka","1,250 sqft",3,3,30 Thousand
994,"Tajmahal Road, Mohammadpur, Dhaka","1,250 sqft",3,3,30 Thousand
995,"Tajmahal Road, Mohammadpur, Dhaka","1,250 sqft",3,3,30 Thousand
996,"Sector 10, Uttara, Dhaka","1,500 sqft",2,2,20 Thousand
997,"Sector 10, Uttara, Dhaka","1,500 sqft",3,3,20 Thousand
998,"Sector 10, Uttara, Dhaka","1,500 sqft",3,3,20 Thousand
999,"Paikpara, Ahmed Nagar, Mirpur, Dhaka","1,250 sqft",3,3,16 Thousand
1000,"Boshoty Housing, Borobag, Section 2, Mirpur, Dhaka","1,050 sqft",3,3,15 Thousand
1001,"Boshoty Housing, Borobag, Section 2, Mirpur, Dhaka",650 sqft,2,2,13 Thousand
1002,"Rupnagar R/A, Mirpur, Dhaka",650 sqft,2,2,12 Thousand
1003,"Rupnagar R/A, Mirpur, Dhaka",650 sqft,2,2,10 Thousand
1004,"Section 1, Mirpur, Dhaka","1,200 sqft",3,3,17 Thousand
1005,"Sector 7, Uttara, Dhaka","1,450 sqft",3,3,35 Thousand
1006,"Block B, Dhaka Uddan, Mohammadpur, Dhaka",800 sqft,2,2,15 Thousand
1007,"Adabor, Dhaka","1,300 sqft",3,3,20 Thousand
1008,"Block L, South Banasree Project, Banasree, Dhaka","1,050 sqft",3,2,14.5 Thousand
1009,"Block L, South Banasree Project, Banasree, Dhaka","1,050 sqft",3,2,14.5 Thousand
1010,"Block L, South Banasree Project, Banasree, Dhaka","1,120 sqft",3,3,15 Thousand
1011,"South Chalabon, Dakshin Khan, Dhaka",900 sqft,2,2,12 Thousand
1012,"South Chalabon, Dakshin Khan, Dhaka",700 sqft,2,2,11 Thousand
1013,"Section 1, Mirpur, Dhaka",600 sqft,2,2,10.5 Thousand
1014,"Abdur Rafique Housing Society, Shekhertek, Mohammadpur, Dhaka","1,350 sqft",3,3,20 Thousand
1015,"Nadda, Dhaka",750 sqft,2,2,15 Thousand
1016,"Nadda, Dhaka",750 sqft,2,2,14 Thousand
1017,"Janata Housing, Shah Ali Bag, Section 1, Mirpur, Dhaka",700 sqft,2,2,14 Thousand
1018,"Janata Housing, Shah Ali Bag, Section 1, Mirpur, Dhaka",700 sqft,2,2,14 Thousand
1019,"Middle Monipur, Mirpur, Dhaka",400 sqft,1,1,10 Thousand
1020,"Sobhanbagh, Tejgaon, Dhaka","1,050 sqft",3,2,24 Thousand
1021,"West Shewrapara, Mirpur, Dhaka",600 sqft,2,1,11 Thousand
1022,"Block G/1, Section 2, Mirpur, Dhaka",900 sqft,3,3,20 Thousand
1023,"New Eskaton, Eskaton, Dhaka","1,100 sqft",3,2,28 Thousand
1024,"Section 2, Mirpur, Dhaka",700 sqft,2,2,15 Thousand
1025,"Taltola, Dakshin Khan, Dhaka","1,200 sqft",3,3,14 Thousand
1026,"Taltola, Dakshin Khan, Dhaka","1,200 sqft",3,3,14 Thousand
1027,"Taltola, Dakshin Khan, Dhaka",700 sqft,2,2,9 Thousand
1028,"Gulshan 2, Gulshan, Dhaka","1,850 sqft",3,3,60 Thousand
1029,"Uttar Badda, Badda, Dhaka","1,200 sqft",3,3,22 Thousand
1030,"Taltola, Dakshin Khan, Dhaka",700 sqft,2,2,11 Thousand
1031,"Taltola, Dakshin Khan, Dhaka",700 sqft,2,2,10 Thousand
1032,"Taltola, Dakshin Khan, Dhaka",700 sqft,2,2,10 Thousand
1033,"East Shewrapara, Mirpur, Dhaka",600 sqft,2,1,11.5 Thousand
1034,"East Kazipara, Mirpur, Dhaka","1,050 sqft",3,2,16 Thousand
1035,"Mirpur, Dhaka","1,200 sqft",3,3,20 Thousand
1036,"Shardar Bari, Dakshin Khan, Dhaka",700 sqft,2,2,10 Thousand
1037,"Shardar Bari, Dakshin Khan, Dhaka",700 sqft,2,2,10 Thousand
1038,"Shardar Bari, Dakshin Khan, Dhaka",700 sqft,2,2,10 Thousand
1039,"Shardar Bari, Dakshin Khan, Dhaka",700 sqft,2,2,8 Thousand
1040,"Shardar Bari, Dakshin Khan, Dhaka",700 sqft,2,2,8 Thousand
1041,"Shardar Bari, Dakshin Khan, Dhaka",700 sqft,2,2,8 Thousand
1042,"Ibrahimpur, Dhaka",850 sqft,2,2,13 Thousand
1043,"Ibrahimpur, Dhaka",850 sqft,2,2,13 Thousand
1044,"North Ibrahimpur, Ibrahimpur, Dhaka",950 sqft,3,2,18 Thousand
1045,"Uttar Badda, Badda, Dhaka",750 sqft,2,2,17 Thousand
1046,"Bagan Bari, Cantonment, Dhaka","1,350 sqft",3,3,22 Thousand
1047,"Block A, Dhaka Uddan, Mohammadpur, Dhaka","1,100 sqft",3,3,14 Thousand
1048,"Banani, Dhaka","2,300 sqft",3,3,95 Thousand
1049,"Block B, Eastern Housing, Pallabi, Mirpur, Dhaka",650 sqft,2,2,14 Thousand
1050,"Badda, Dhaka",750 sqft,2,2,18 Thousand
1051,"Shah Ali Bag, Section 1, Mirpur, Dhaka","1,100 sqft",3,3,18 Thousand
1052,"Bashabo, Dhaka",800 sqft,3,2,15 Thousand
1053,"Badda, Dhaka","2,500 sqft",4,5,45 Thousand
1054,"Ward 23, Chowdhuripara, Khilgaon, Dhaka","2,200 sqft",3,3,33 Thousand
1055,"Block L, Eastern Housing, Pallabi, Mirpur, Dhaka","1,000 sqft",3,2,12 Thousand
1056,"South Azampur, Dakshin Khan, Dhaka",800 sqft,3,2,15 Thousand
1057,"Mohammadpur, Dhaka",720 sqft,2,2,13 Thousand
1058,"Kadamtala, Bashabo, Dhaka",700 sqft,2,2,10 Thousand
1059,"Block A, Section 13, Mirpur, Dhaka",900 sqft,3,2,15.5 Thousand
1060,"Shyamoli Housing (2nd Project), Adabor, Dhaka","1,100 sqft",3,3,17 Thousand
1061,"East Rampura, Rampura, Dhaka",700 sqft,2,1,11 Thousand
1062,"Chandmiya Housing, Mohammadpur, Dhaka",800 sqft,2,2,18 Thousand
1063,"Chandmiya Housing, Mohammadpur, Dhaka",800 sqft,2,2,15 Thousand
1064,"Rupnagar R/A, Mirpur, Dhaka",650 sqft,2,2,11 Thousand
1065,"Block F, aziz Moholla, Mohammadpur, Dhaka",750 sqft,2,2,15 Thousand
1066,"South Bashabo, Bashabo, Dhaka",700 sqft,2,2,15 Thousand
1067,"Block B, Mansurabad Housing Society, Adabor, Dhaka",800 sqft,2,2,14 Thousand
1068,"PC Culture Housing, Mohammadpur, Dhaka","1,020 sqft",3,2,22 Thousand
1069,"Kadamtala, Bashabo, Dhaka",900 sqft,2,1,8.5 Thousand
1070,"Rajarbag, Bashabo, Dhaka",900 sqft,2,2,12 Thousand
1071,"Kadamtala, Bashabo, Dhaka",800 sqft,2,2,14 Thousand
1072,"North Pirerbag, Pirerbag, Mirpur, Dhaka","1,175 sqft",3,3,14 Thousand
1073,"West Nandipara, Khilgaon, Dhaka","1,200 sqft",3,3,12 Thousand
1074,"Shiddheswari, Dhaka",850 sqft,2,2,26 Thousand
1075,"Tejgaon, Dhaka","1,080 sqft",3,3,24 Thousand
1076,"Ahmed Nagar, Mirpur, Dhaka",800 sqft,2,2,10 Thousand
1077,"Kadamtala, Bashabo, Dhaka",800 sqft,2,2,14 Thousand
1078,"Sector 3, Uttara, Dhaka",950 sqft,2,2,20 Thousand
1079,"Mohammadi Housing LTD., Mohammadpur, Dhaka",600 sqft,2,1,11 Thousand
1080,"Shyamoli, Dhaka",650 sqft,2,1,12.5 Thousand
1081,"Bashabo, Dhaka",700 sqft,2,2,14 Thousand
1082,"Sector 14, Uttara, Dhaka","1,200 sqft",3,3,23.5 Thousand
1083,"Mohammadi Housing LTD., Mohammadpur, Dhaka",750 sqft,2,2,16 Thousand
1084,"Gulshan 2, Gulshan, Dhaka","4,800 sqft",4,4,2.5 Lakh
1085,"Ibrahimpur, Dhaka",650 sqft,2,1,10 Thousand
1086,"Mohammadpur, Dhaka",750 sqft,2,2,14 Thousand
1087,"Kathalbagan, Dhaka","2,250 sqft",3,3,40 Thousand
1088,"Mohammadpur, Dhaka",700 sqft,2,2,18 Thousand
1089,"Shyamoli, Dhaka",900 sqft,2,2,17 Thousand
1090,"Block G, Bashundhara R-A, Dhaka","1,530 sqft",3,3,25 Thousand
1091,"Mohammadi Housing LTD., Mohammadpur, Dhaka",725 sqft,2,2,14 Thousand
1092,"Block C, Kaderabad Housing Society, Bosila, Mohammadpur, Dhaka",800 sqft,2,2,16.5 Thousand
1093,"West Shewrapara, Mirpur, Dhaka",800 sqft,2,2,11 Thousand
1094,"Sector 10, Uttara, Dhaka","1,400 sqft",3,3,18.5 Thousand
1095,"Shahjahanpur, Dhaka",400 sqft,1,1,10 Thousand
1096,"Shahjahanpur, Dhaka",700 sqft,2,2,20 Thousand
1097,"Avenue 3, Mirpur DOHS, Mirpur, Dhaka","2,200 sqft",4,4,40 Thousand
1098,"Avenue 3, Mirpur DOHS, Mirpur, Dhaka","2,200 sqft",3,3,36 Thousand
1099,"Mirpur DOHS, Mirpur, Dhaka","2,200 sqft",4,4,40 Thousand
1100,"Avenue 3, Mirpur DOHS, Mirpur, Dhaka","2,200 sqft",3,3,38 Thousand
1101,"Avenue 3, Mirpur DOHS, Mirpur, Dhaka","2,100 sqft",4,4,40 Thousand
1102,"PC Culture Housing Society, Shyamoli, Dhaka",700 sqft,2,1,15 Thousand
1103,"Avenue 3, Mirpur DOHS, Mirpur, Dhaka","2,150 sqft",3,3,38 Thousand
1104,"PC Culture Housing, Mohammadpur, Dhaka","1,170 sqft",3,2,18 Thousand
1105,"Avenue 3, Mirpur DOHS, Mirpur, Dhaka","2,200 sqft",3,4,40 Thousand
1106,"Middle Badda, Badda, Dhaka","1,400 sqft",3,3,25 Thousand
1107,"Hazaribag, Dhaka",650 sqft,2,2,14 Thousand
1108,"Maghbazar, Dhaka","1,400 sqft",3,4,24 Thousand
1109,"Rupnagar R/A, Mirpur, Dhaka",650 sqft,2,2,10 Thousand
1110,"Rupnagar R/A, Mirpur, Dhaka",650 sqft,2,2,12 Thousand
1111,"Uttar Badda, Badda, Dhaka",700 sqft,2,2,13 Thousand
1112,"Gawair, Dakshin Khan, Dhaka",800 sqft,2,2,13 Thousand
1113,"East Mollartek, Dakshin Khan, Dhaka",600 sqft,2,2,11 Thousand
1114,"East Mollartek, Dakshin Khan, Dhaka",600 sqft,2,2,10 Thousand
1115,"Block A, Bochila West Dhanmondi R/A, Bochila, Mohammadpur, Dhaka",700 sqft,2,2,11 Thousand
1116,"Sector 1, Block E, Aftab Nagar, Dhaka",700 sqft,2,2,15 Thousand
1117,"Block F, Arambag Residential Area, Pallabi, Mirpur, Dhaka",650 sqft,2,2,12 Thousand
1118,"Block F, Arambag Residential Area, Pallabi, Mirpur, Dhaka",800 sqft,2,2,13.5 Thousand
1119,"Tolarbag, Section 1, Mirpur, Dhaka","1,000 sqft",3,2,15 Thousand
1120,"Shantibag, Malibagh, Dhaka",700 sqft,2,2,18 Thousand
1121,"Avenue 3, Mirpur DOHS, Mirpur, Dhaka","2,200 sqft",3,3,40 Thousand
1122,"Ashkona, Dakshin Khan, Dhaka",700 sqft,2,2,11 Thousand
1123,"Avenue 4, Mirpur DOHS, Mirpur, Dhaka","2,200 sqft",3,3,44 Thousand
1124,"Ashkona, Dakshin Khan, Dhaka",700 sqft,2,2,11 Thousand
1125,"Block C, Section 12, Mirpur, Dhaka",650 sqft,2,2,13 Thousand
1126,"South Chalabon, Dakshin Khan, Dhaka",700 sqft,2,2,9.5 Thousand
1127,"Block B, Dhaka Uddan, Mohammadpur, Dhaka",800 sqft,2,2,15 Thousand
1128,"Block B, Dhaka Uddan, Mohammadpur, Dhaka",800 sqft,2,2,15 Thousand
1129,"Block C, Bashundhara R-A, Dhaka","1,500 sqft",3,3,25 Thousand
1130,"Block C, Section 12, Mirpur, Dhaka",650 sqft,2,2,12 Thousand
1131,"Adabor, Dhaka","1,300 sqft",3,3,20 Thousand
1132,"Section 10, Mirpur, Dhaka","1,050 sqft",3,2,16 Thousand
1133,"South Chalabon, Dakshin Khan, Dhaka","1,170 sqft",3,3,14 Thousand
1134,"South Chalabon, Dakshin Khan, Dhaka",900 sqft,2,2,12 Thousand
1135,"Section 1, Mirpur, Dhaka",600 sqft,2,2,10 Thousand
1136,"Taltola, Dakshin Khan, Dhaka","1,200 sqft",3,3,14 Thousand
1137,"Block G/1, Section 2, Mirpur, Dhaka",900 sqft,3,3,20 Thousand
1138,"Taltola, Dakshin Khan, Dhaka","1,200 sqft",3,3,14 Thousand
1139,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",550 sqft,1,1,9 Thousand
1140,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",550 sqft,1,1,9 Thousand
1141,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",550 sqft,1,1,9 Thousand
1142,"Block H, South Banasree Project, Banasree, Dhaka",950 sqft,3,2,14 Thousand
1143,"Shah Ali Bag, Section 1, Mirpur, Dhaka","1,500 sqft",3,3,25 Thousand
1144,"Shah Ali Bag, Section 1, Mirpur, Dhaka","1,500 sqft",3,3,25 Thousand
1145,"Shah Ali Bag, Section 1, Mirpur, Dhaka","1,500 sqft",3,3,25 Thousand
1146,"Block A, Chandrima Model Town, Mohammadpur, Dhaka","1,100 sqft",3,3,13 Thousand
1147,"Bashabo, Dhaka",800 sqft,3,2,15 Thousand
1148,"Shantibag, Malibagh, Dhaka",800 sqft,2,2,17 Thousand
1149,"Kallyanpur, Mirpur, Dhaka","1,270 sqft",3,3,17 Thousand
1150,"Matikata, Cantonment, Dhaka",750 sqft,2,2,12 Thousand
1151,"Lalbagh, Dhaka","1,450 sqft",3,3,30 Thousand
1152,"Block D, Bochila Garden City, Bochila, Mohammadpur, Dhaka","1,200 sqft",4,2,14 Thousand
1153,"Jahuri Moholla, Mohammadpur, Dhaka",720 sqft,2,2,15 Thousand
1154,"Shyamoli, Dhaka","1,000 sqft",3,2,18 Thousand
1155,"Shyamoli, Dhaka",800 sqft,2,2,16 Thousand
1156,"Block A, Nobodoy Housing Society, Mohammadpur, Dhaka",800 sqft,2,2,14 Thousand
1157,"Mohammadpur, Dhaka",800 sqft,2,2,16 Thousand
1158,"Shyamoli, Dhaka",800 sqft,2,2,15 Thousand
1159,"South Baridhara Residential Area,D. I. T. Project, Badda, Dhaka",750 sqft,2,2,14 Thousand
1160,"Malibagh, Dhaka",650 sqft,2,2,16.5 Thousand
1161,"Rupnagar R/A, Mirpur, Dhaka",950 sqft,3,2,13.5 Thousand
1162,"Baitul Aman Housing Society, Adabor, Dhaka",700 sqft,2,2,16 Thousand
1163,"Banasree, Dhaka","1,100 sqft",3,2,16.5 Thousand
1164,"Mohammadi Housing LTD., Mohammadpur, Dhaka",700 sqft,2,1,11 Thousand
1165,"Swapnodhara Housing, Bochila, Mohammadpur, Dhaka","1,200 sqft",3,3,15 Thousand
1166,"Mohammadpur, Dhaka","2,700 sqft",3,4,60 Thousand
1167,"Katashur, Mohammadpur, Dhaka","1,000 sqft",2,2,18 Thousand
1168,"Avenue 6, Mirpur DOHS, Mirpur, Dhaka","2,300 sqft",4,4,42 Thousand
1169,"Avenue 3, Mirpur DOHS, Mirpur, Dhaka","1,000 sqft",2,2,25 Thousand
1170,"Ring Road, Shyamoli, Dhaka","1,250 sqft",3,3,25 Thousand
1171,"Block B, Dhaka Uddan, Mohammadpur, Dhaka",900 sqft,3,2,14 Thousand
1172,"Sector 1, Block F, Aftab Nagar, Dhaka","1,250 sqft",3,3,16 Thousand
1173,"Block D, Pallabi, Mirpur, Dhaka","1,380 sqft",3,4,25 Thousand
1174,"Senpara Parbata, Section 10, Mirpur, Dhaka",650 sqft,2,2,13 Thousand
1175,"Sector 11, Uttara, Dhaka",900 sqft,2,2,16 Thousand
1176,"Mohammadpur, Dhaka","1,826 sqft",4,4,35 Thousand
1177,"Block A, Section 12, Mirpur, Dhaka","1,300 sqft",3,3,27 Thousand
1178,"Block A, Section 12, Mirpur, Dhaka",700 sqft,2,2,15.5 Thousand
1179,"Block A, Section 12, Mirpur, Dhaka","1,225 sqft",3,2,28 Thousand
1180,"Block A, Nobodoy Housing Society, Mohammadpur, Dhaka",790 sqft,2,2,13.5 Thousand
1181,"Block A, Nobodoy Housing Society, Mohammadpur, Dhaka",800 sqft,2,2,15 Thousand
1182,"Block A, Nobodoy Housing Society, Mohammadpur, Dhaka","1,000 sqft",3,2,14.5 Thousand
1183,"Block D, Banasree, Dhaka",800 sqft,2,2,15 Thousand
